85,10345190409,Forrest,Forney,1947-10-23,2,Saint Anthony
86,67261740263,Rocky,Esposito,1954-09-23,0,Monarch
87,65105171785,Morton,Thayer,1953-06-02,2,Boulder
88,57570631323,Verna,Thorn,1958-05-06,4,Hartford
89,86044702544,Twila,Ash,1997-05-17,5,Wells
90,75400854122,Madeline,Cass,1947-02-18,0,Center
91,84101560475,Sung,Woodson,1986-08-31,0,Arlington
92,31996020322,Brady,Obryan,1993-08-01,2,Charlotte
93,59679431692,Rufus,Gannon,1947-12-07,4,Vado
94,60586781497,Audrey,Barney,1955-08-15,2,Dunnellon
95,69618684367,Charline,Vickery,1986-01-27,0,Kingston
96,48376139027,Norman,Windsor,1941-06-03,0,Las Vegas
97,68525764549,Mariano,Bass,2004-05-01,0,Linden
98,10703218568,Jerry,Legg,1954-07-30,0,Daytona Beach
99,30582679428,Tabatha,Motley,1993-05-04,2,Milbridge
100,52504551607,Darell,Fuentes,1938-12-24,1,Cincinnati
101,77619258754,Liza,Diaz,1947-10-29,3,Newburgh
102,55246736619,Lewis,Willard,1994-05-17,0,Hart
103,29702980375,Shawn,Lemus,1976-05-03,0,Stamford
104,57513672972,Jon,Pimentel,1960-05-23,2,Billings
105,33714298602,Lenard,Schoonover,2009-01-10,5,Fancher
106,16250349580,Kim,Shipman,1998-09-18,3,Williamsfield
107,19485857849,Joesph,Soria,1980-07-28,2,Dallas
108,32232933881,Lindsey,Daniel,1964-04-02,3,Paw Paw
109,49797114552,Chi,Dangelo,1952-12-02,2,Batavia
110,41382280548,Ella,Burton,1980-12-22,5,Milroy
111,81553516407,Beth,Malone,1967-07-26,4,West Columbia
112,18324857235,Chase,Flowers,1947-04-12,4,Denton
113,34717646647,Felicita,Krause,1989-05-27,2,Steuben
114,22971562054,Claudio,Greathouse,1986-07-30,2,Rockham
115,66043290815,Ramon,Mcintosh,2008-01-22,1,Effingham
116,69999317898,Alfonso,Lavigne,2005-02-25,3,Sondheimer
117,87443261482,Miranda,Carlson,1998-04-17,4,Hearne
118,11634610432,Duane,Barnette,2007-11-12,2,Columbia
119,16937805932,Mckinley,Pinto,1964-10-14,0,Atkinson
120,39172178465,Hong,Haugen,1973-06-28,3,Gilchrist
121,69605688957,Corey,Bankston,1942-04-10,1,Newfoundland
122,50569599380,Delilah,Mcmahan,1998-04-07,0,Memphis
123,78100209849,Wilda,Ventura,1997-06-03,2,Gardiner
124,35550019286,Antonia,Muniz,1941-01-08,1,Staten Island
125,11486142771,Isaias,Ibarra,1999-10-16,5,Aiken
126,95289075794,Elida,Giordano,1986-11-27,2,Toms River
127,70906563283,Jesse,Hardesty,2001-02-06,4,Clermont
128,78219019080,Brady,Bonilla,2008-05-06,3,Jacobson
129,50146861111,Tom,Milne,2005-01-05,2,Mac Arthur
130,52142233019,Antione,Girard,1983-05-22,5,Inglewood
131,50209702697,Gail,Springer,2000-07-26,1,North Tonawanda
132,50145795570,Mitch,Swann,1947-02-16,4,Walthourville
133,71874235116,Delma,Rosenthal,1966-06-28,0,Anthon
134,62217840515,Guadalupe,Briseno,1964-07-26,3,Miami
135,43290843861,Maxwell,Zamora,2003-01-27,4,Cordele
136,47180125957,Clay,Rose,1946-12-27,3,Mount Carmel
137,19181017767,Walter,Benjamin,1957-02-18,0,Washington
138,65194761495,Jan,Haddad,1988-02-05,0,Marengo
139,38962465242,Venita,Creighton,1969-01-12,4,Stella Niagara
140,12873060154,Philomena,Peters,1994-06-14,5,Porter
141,74142354459,Denver,Clawson,1951-11-27,0,Concord
142,39045621735,Gregg,Ragsdale,1958-10-22,1,Castana
143,35622653299,Mei,Marcum,1969-05-27,3,New York
144,40513233295,Elliott,Mccurry,1962-05-09,1,Hygiene
145,82294089640,Alvin,Rousseau,1969-05-22,5,Gresham
146,70432914936,Matthew,Ambrose,2008-11-22,1,Pointblank
147,91495516605,Viviana,Tinsley,1995-06-01,3,Lake Clear
148,42463296516,Ashley,Hamilton,1975-09-14,4,Lyman
149,81987188703,Raven,Beltran,1966-06-21,3,Bellingham
150,94434870630,Sallie,Kemp,1970-09-19,1,Bryant
151,92741551030,Luke,Amundson,2004-01-29,4,Scranton
152,22850529198,Lynnette,Cottle,1976-07-30,3,Moorefield
153,99299852428,Louis,Faber,1959-06-30,0,Shawnee Mission
154,18405810314,Erik,Wiles,2006-01-31,3,Brownell
155,72948107217,Cleo,Godwin,1960-04-10,0,Savoy
156,56012700226,Dorene,Mcclary,1985-11-02,0,Seaton
157,73513755248,Curt,Torrence,1972-10-05,1,Peru
158,41552104528,Jamel,Mills,1977-02-26,5,Marlton
159,28006172990,Connie,Rider,1996-10-25,2,Abilene
160,96894226373,Jamar,Barth,1954-05-04,4,Somerville
161,65198512301,Silvia,Mann,1950-02-22,3,Fredericksburg
162,76425529397,Francisca,Wiseman,2009-05-10,4,Teaneck
163,52615663338,Erik,Vincent,1943-03-08,1,Zebulon
164,10926866535,Bryce,Holiday,1951-01-08,1,Maysville
165,54776139954,Willis,Ledford,1971-08-28,5,El Paso
166,29675545149,Lonnie,Kearns,1995-10-31,3,Belgrade
167,64709125661,Karol,Epstein,1986-04-23,3,Fresno
168,29308765869,Keneth,Hadden,1946-01-09,0,Port Hueneme
169,94388416704,Gerald,Trujillo,1938-12-04,2,Loganville
170,39398742608,Ricardo,Abraham,1991-06-30,4,Denver
171,74838431420,Dwayne,Behrens,1994-07-06,4,Hudgins
172,31405311064,Vincenzo,Chalmers,1995-04-16,4,Maple Springs
173,10769777170,Earle,Cordero,1939-10-02,3,Atlanta
174,43883611078,Rena,Villagomez,1948-11-07,1,Fancy Gap
175,68326277275,Isiah,Wills,1996-04-08,0,Henderson
176,66012910197,Trisha,Nobles,2001-01-21,5,Hammond
177,65857849629,Ginger,Neel,1975-11-13,0,Goose Creek
178,94071779490,Willian,Cowles,1946-02-23,0,Hardwick
179,38733437577,Francisca,Esparza,1945-10-22,0,Long Beach
180,95655055805,Rose,Turney,2007-03-17,3,Westby
181,24443311198,Glenna,Bowler,1981-03-21,2,Emporium
182,24844628965,Jaime,Hudspeth,1955-08-04,1,Palmer
183,52840257940,Lorie,Dayton,1988-01-03,1,Cincinnati
184,49724021983,Les,Babb,1987-04-02,1,Shambaugh
185,23358978430,Nita,Bourgeois,1966-07-24,4,Quemado
186,38119014237,Hattie,Steffen,1941-02-28,0,San Diego
187,67052164708,Allie,Juarez,2008-04-04,4,Winkelman
188,25157576590,Pasquale,Leatherman,1950-10-15,0,Santiago
189,42683069447,Duncan,Findley,1960-06-17,0,Red Lodge
190,59779270984,Mike,Huntley,1949-02-24,3,Mc Kee
191,79783790244,Marva,Aviles,1986-03-11,1,Morse
192,11601253973,Frank,Rivera,1959-07-13,5,Eaton Park
193,33490158597,Tomasa,Brookshire,1963-07-25,1,Chickamauga
194,56036576509,Herlinda,Mcgough,1968-01-11,5,Alma
195,25533862500,Janel,Whitaker,1964-03-27,2,Stacyville
196,93794953813,Terrance,Hancock,1997-05-16,0,Hopeton
197,32059518538,Edna,Myles,1941-10-14,4,Hanover
198,26416107016,Palmer,Cowan,2007-11-22,0,Warrensburg
199,63168414302,Lena,Burrow,1985-01-15,1,Jacksonville
200,66405363469,Morgan,Musser,1979-10-15,3,Benton Harbor
201,27572510397,Flor,Russell,1976-10-25,4,Ellerslie
202,33036152142,Phil,Maclean,1998-07-09,5,Delhi
203,41804108841,Lee,Tenney,1946-03-17,1,Fostoria
204,21769979315,Mauro,Caudle,1996-02-08,5,Trenton
205,31918581375,Loraine,Fitts,1952-11-18,4,Sonoita
206,75350526790,Katina,Paradis,2008-11-04,3,Torreon
207,44259647118,Willis,Seals,1943-12-28,3,Flint
208,36598900580,Bertram,Naranjo,1968-05-28,5,Newport Beach
209,95522699278,Quentin,Hazel,1956-09-24,0,Maryville
210,84146703763,Dane,Oquendo,1970-12-10,4,Exton
211,82742302396,Aron,Lovell,1991-02-21,4,Parkers Prairie
212,76177627611,Cathleen,Winchester,1945-07-06,0,Winfield
213,28536685369,Buck,Castillo,1990-11-13,3,Elyria
214,10164429260,Libby,Maclean,1941-01-21,1,Haven
215,91097807980,Kelvin,Alderman,1982-08-28,0,Saint Francisville
216,99112314391,Felton,Emerson,1955-10-26,0,Alvarado
217,52650039010,Alva,Hines,1988-03-19,4,Torrance
218,69276462746,Lou,Outlaw,1984-04-23,3,Orangeburg
219,61625934902,Martin,Rickman,1996-10-16,4,Charlestown
220,22856341443,Rolland,Walker,1973-09-25,0,China
221,95183166677,Filomena,Edmondson,1959-11-08,0,Sherman Oaks
222,69180423838,Sonja,Moffitt,1967-10-29,1,Evansville
223,19309978959,Katheryn,Thibodeau,1955-04-07,2,Shinhopple
224,36844129787,Jon,Bagley,1977-12-19,5,Gould City
225,60048882316,Keith,Barfield,1982-01-17,3,Magnolia
226,63039314786,Matt,Ludwig,1964-02-12,5,Pueblo
227,14767745356,Eva,Durr,1952-10-26,4,Glen
228,21797511789,Bruno,Holley,1970-02-04,5,Buffalo
229,93932981861,Greg,Owen,1995-12-29,3,Cincinnati
230,70029784062,Maureen,Gage,1972-04-09,5,Leshara
231,65923736758,Lia,Robles,1953-08-19,3,Cincinnati
232,68535972024,Vilma,Dewitt,2000-05-18,2,Bolton
233,32722281619,Deangelo,Marrero,1985-07-04,1,East Petersburg
234,98832483824,Mitchell,Martinez,1945-12-25,3,Clare
235,69763770429,Maynard,Strauss,1997-03-11,5,Valley View
236,96445194377,Aileen,Ridley,1941-02-04,4,Kersey
237,91840567294,Shanda,Dugan,1953-05-21,4,Lakewood
238,71449798107,Christie,Whitlow,1994-11-11,4,Volga
239,65743860713,Lorrie,Mota,1971-06-21,3,Salem
240,74737926939,Oleta,Rush,1943-05-17,5,Honoraville
241,28764390193,Mauro,Hargrave,1958-11-06,1,Epping
242,82763792769,Bo,Aguilera,1990-01-20,0,Kansas City
243,14059542207,Kristy,Corbin,1956-06-19,2,Tuskegee Institute
244,80725064844,Augustine,Cordell,1951-02-14,0,Jackson
245,49728823179,Shauna,Hsu,1961-09-08,3,Atlanta
246,81529155845,Modesto,Herzog,1991-03-11,4,Dice
247,89977303079,Lyndon,Royal,1950-05-22,2,Marland
248,80797337473,Faith,Dodds,2006-08-07,1,Valdese
249,65747984927,Colleen,Hudgins,1962-12-19,4,Medway
250,78228089857,Rick,Borden,1979-03-26,4,New York
251,66368082362,Danita,Nutt,1966-02-21,4,Pensacola
252,25677108494,Gabrielle,Joiner,1956-06-27,5,Rutland
253,86861255422,Elida,Bays,1972-02-07,4,Detroit
254,49266181276,Jed,Carrera,1960-11-30,2,Violet Hill
255,98673840373,Corrine,Gerard,2007-05-23,0,Jean
256,77817279571,Angelique,Lytle,1957-05-12,3,Fairfield
257,30890573325,Charlie,Stallings,1982-02-27,1,Gunnison
258,38108262406,Janel,Nguyen,2005-05-21,2,Saint Petersburg
259,44148033083,Robyn,Duffy,1972-04-22,0,Togiak
260,46941134791,Raul,Tafoya,1963-08-21,5,Portland
261,51516945598,Dong,Morrow,2008-10-03,0,Woodleaf
262,27950068803,Weston,Tripp,1956-09-24,3,Delmont
263,11348065742,Oscar,Jenkins,2001-07-25,0,Brandy Station
264,50010165480,Melba,Engle,1989-01-31,2,Ho Ho Kus
265,80731709155,Corinne,Britton,1979-05-15,0,Rivervale
266,50485988065,Jon,Beers,1985-05-28,2,Yorktown Heights
267,74988288026,Leif,Moseley,1983-11-18,4,Camden
268,68436936728,Morgan,Guinn,1960-05-15,3,Menlo Park
269,89101016013,Meredith,Jobe,1964-04-08,0,Tanacross
270,28749764775,Shelby,Isom,1990-11-10,3,Mount Vernon
271,15933405112,Geri,Creech,1973-11-05,1,Northport
272,63640015082,Lillie,Alley,1996-10-12,3,Fork Union
273,26461096043,Hung,Dunn,1982-02-15,0,Leoti
274,92061621459,Noble,Machado,1973-03-20,1,Noyes
275,13961189395,Lee,Whelan,2008-04-01,0,Akron
276,66330010533,Jenna,Book,1994-01-09,4,Patrick Afb
277,30086769751,Madelyn,Dennis,1971-02-13,4,Tampa
278,39099715300,Agatha,Holloman,1988-02-23,2,Wallace
279,42404377776,Louis,Oglesby,1983-11-21,5,Lincoln
280,51493104516,Abbie,Carper,1988-07-23,3,Gordonsville
281,92913283525,Markus,Crow,1954-01-11,0,Templeton
282,86138301798,Kent,Weber,1959-05-28,5,Wichita
283,20487592527,Lois,Abell,1963-01-04,2,Galeton
284,81558861803,Geri,Jamison,1996-12-13,0,Plant City
285,26467392992,Lorraine,Bohannon,1939-01-17,0,Erath
286,61035590536,Jamal,Bartley,1968-09-29,4,Joliet
287,91749402269,Elaine,True,1981-05-10,3,Gove
288,86885483602,Theron,Folsom,1986-10-02,1,Las Vegas
289,14396404443,Booker,Purcell,1967-09-23,5,Philadelphia
290,47150886903,Anderson,Reitz,1967-03-08,4,Hialeah
291,38433159961,Jackson,Eden,1950-02-10,1,Crockett
292,58904391639,Emilia,Dabbs,1952-08-16,0,Fresno
293,68942168269,Jennifer,Paige,1964-12-05,0,Oxford
294,53468359480,Leone,Weis,1980-07-22,3,Reno
295,50178749213,Leon,Ramey,1989-05-24,1,Roxbury
296,31239051681,Erich,Maxey,1974-08-09,4,Kansas City
297,56568549572,Cordelia,Hooker,1997-07-20,3,Dallas
298,92573432091,Donn,Yarborough,1975-06-15,5,Aiken
299,78181748827,Stacey,Cooper,1973-03-29,5,Shreveport
300,15940569984,Jesus,Furlong,1944-11-28,4,Roans Prairie
301,56061809917,Normand,Spencer,1967-02-14,3,Perrysburg
302,12022842303,Norma,Keefe,1995-02-18,4,Neosho Rapids
303,31031584294,Kaye,Weddle,1969-06-10,5,Scioto Furnace
304,32485127327,Kelley,Navarro,1991-08-11,0,Packwaukee
305,26990816786,Traci,Devries,2000-09-27,4,Gallatin
306,50350172281,Tyree,Seely,1956-08-27,0,Santee
307,46122225878,Jeannette,Jung,1974-03-03,1,Bloomfield Hills
308,93278876262,Dionne,Usher,1996-10-15,5,Saco
309,58358280420,Julie,Crenshaw,2006-03-24,5,Richgrove
310,74093595584,Nereida,Mcallister,1987-07-13,2,Portland
311,45368046581,Tammi,Mccrory,1992-10-17,2,Bonner Springs
312,95064893885,Janine,Dupree,1970-08-08,4,Mobile
313,27352327134,Trisha,Hammond,1944-03-16,1,Jupiter
314,31126457222,Donna,Trimble,1975-12-23,4,Marcell
315,47913227617,Clayton,Hogg,1991-01-22,4,Hauppauge
316,13996646708,Dortha,Smoot,1986-04-07,3,Vale
317,45236599816,Alfonso,Williamson,1980-12-30,5,Liberty Hill
318,42619056768,Elissa,Enos,1999-01-13,5,Davenport
319,69830524310,Susan,Guevara,1940-07-23,0,Saint Bonifacius
320,51142805708,Antwan,Alfred,1993-10-01,1,Olsburg
321,38389774822,Reyes,Ladner,1963-08-26,2,Clarcona
322,44969673342,Latonia,Moser,1968-08-12,2,East Poultney
323,92819093164,Brianne,Dupree,1993-11-16,1,Walnut Creek
324,72315972972,Danelle,Fried,1985-11-16,1,Montague
325,43589619205,Dannie,Tripp,1998-11-08,1,Middleton
326,51062472966,Quinton,Pitt,1968-05-06,0,Moriah Center
327,80630599393,Kia,Mcadams,1967-06-02,1,Somerset
328,71992531646,Mallory,Durbin,2004-04-04,3,Graham
329,76630368621,Dalton,Mcgrath,1999-07-18,5,Lakeview
330,39636097156,Tasha,Baugh,1960-04-06,5,Needham
331,89231783789,Lessie,Breedlove,1967-05-16,0,Irondale
332,85534778888,Cynthia,Ahmad,2002-08-30,1,Rockwood
333,69360925539,Rosario,Baker,1959-07-16,5,South Sutton
334,91776339534,Cassie,Reuter,1976-06-27,1,Chocorua
335,96409619689,Lupe,Flint,1996-12-22,3,Teterboro
336,39182720197,Kate,Cook,1966-07-15,2,Bally
337,65286437720,Lori,Goode,1987-01-17,5,Poplar Branch
338,46271504279,Lillie,Kiefer,1968-09-07,3,Eucha
339,60888923231,Emery,Higdon,1944-07-13,2,Pekin
340,28643030827,Raleigh,Dye,1983-10-25,2,Shippingport
341,44261514135,Daniel,Clay,1975-08-15,5,Chatsworth
342,51660528156,Corey,Feeney,1972-02-16,0,Valley City
343,10080362721,Randall,Stroud,1953-03-07,4,San Antonio
344,44602425042,Maynard,Beltran,1989-12-23,2,Buena
345,48648978964,Janelle,Liles,1964-11-07,0,New Goshen
346,25899158711,Mickey,Willoughby,1944-09-05,4,Mountain Iron
347,18187414514,Millard,Heck,1975-12-13,1,Center Point
348,48749424568,Gustavo,Lamm,1980-04-17,2,Boca Raton
349,84666185576,Ericka,Waggoner,1940-02-03,0,Seminole
350,18975628543,Lindy,Knoll,1989-02-27,1,Waitsfield
351,10657768482,Curt,Burkhart,1948-03-31,2,West Dover
352,99102533793,Ruth,Moniz,2001-05-21,0,Rebersburg
353,11034711728,Mike,Gifford,1995-02-04,0,Kimball
354,58510708715,Tonia,Beavers,1974-04-11,0,Yancey
355,54192377196,Kami,Belanger,1994-09-14,5,Jacksonville
356,25786518689,Consuelo,Small,1941-06-17,2,Liverpool
357,24449213100,Savannah,Gardiner,1976-03-13,2,Tipton
358,58896926239,Herlinda,Halstead,1977-05-13,3,Lake Preston
359,56951681714,Deborah,Fournier,1977-12-01,5,Afton
360,43334674970,Fernando,Groves,1950-09-14,4,Mascoutah
361,66932706711,Felix,Hoskins,1984-02-22,2,Gilboa
362,88870753119,Ashlee,Presley,1964-03-19,0,Anaconda
363,27986936213,Ivory,Deal,1990-10-30,5,Le Sueur
364,49988843175,Ellsworth,Medina,2007-05-30,3,Donner
365,25181340964,Rodolfo,Burge,2002-05-17,1,Victoria
366,84378924526,Paige,Gregory,1970-12-23,2,Bowmansville
367,47016701204,Selina,Schofield,1985-10-29,3,Dumas
368,58136637588,Lynwood,Lahr,1961-08-11,3,Ralston
369,42586653386,Jordan,Bragg,1957-09-04,3,New Canton
370,44029600458,Roy,Kerr,1964-08-19,0,Wheeler
371,83901991926,Carroll,Hancock,1938-12-27,5,New Rochelle
372,43640961689,Wyatt,Willett,1995-12-28,0,Barren Springs
373,45149628734,Fawn,Fries,1940-10-01,3,Boyceville
374,41672619773,Maryanne,Camacho,1952-09-22,3,Riceville
375,37209200254,Hal,Flaherty,1957-11-09,2,Wilton
376,69430229790,Shannon,Stearns,1972-07-06,5,Atlanta
377,66350944458,Tiana,Haro,1993-10-18,2,Lynn Center
378,70068238263,Yong,Frye,2009-03-27,3,Evergreen
379,51994230609,Dennis,Nowlin,2004-06-28,5,Falmouth
380,98623025039,Colin,True,1970-12-17,1,Springfield
381,90809068000,Anissa,Hendrickson,1990-02-21,5,Salt Lake City
382,19260674501,Nigel,Rausch,1963-04-25,1,Pink Hill
383,95708576689,Nell,Knoll,1971-05-10,5,New Zion
384,19802970244,Lyle,Dehart,1950-08-11,0,Olmsted Falls
385,39205560703,Pricilla,Ingram,1961-01-30,0,Hazelwood
386,24716606828,June,Buckingham,1979-11-18,5,Pikeville
387,23131095471,Russell,Whaley,1998-04-03,1,Tsaile
388,67076919397,Milan,Paz,1940-08-10,3,Rockwood
389,51519959863,Roscoe,Card,1939-07-04,5,Rea
390,53310718351,Gregg,Bankston,2002-09-20,0,Ruby
391,41468101848,Harriet,Marra,1960-03-03,5,Grand Rapids
392,38999146328,Christi,Burke,1939-02-09,0,Beaver Falls
393,65187821296,Rueben,Culp,1964-02-22,4,Marietta
394,99167962919,Carolyn,Frias,1982-12-18,3,Saint Paul
395,55794220517,Darwin,Wiese,1944-09-20,5,Needville
396,36927530627,Pat,Burks,2005-08-23,0,Washington
397,97831880766,Cara,Mccue,1982-05-10,1,Edwardsville
398,40006458280,Eulalia,Story,1956-10-31,3,Dallas
399,23334980823,Mckinley,Greathouse,1944-02-01,3,Lismore
400,38149779321,Merlin,Jefferies,1941-11-29,4,Rockville Centre
401,72768448925,Stewart,Marlow,2000-03-27,2,Utica
402,50044238971,Shelby,Crespo,1982-03-24,4,Fordoche
403,41743337361,Debby,Shanks,1945-02-03,3,Pineville
404,10411963124,Neal,Chandler,1940-06-12,0,Buffalo
405,78033279037,Ralph,Whitcomb,1971-04-28,2,Kodak
406,99513540115,Lionel,Hollis,1954-09-29,1,Kensal
407,98708156868,Rufus,Mccune,1999-04-03,2,Village Mills
408,69721957427,Mohammad,Allred,1960-12-26,4,Lilesville
409,73150373386,Lindy,Gilchrist,1942-02-28,3,Strafford
410,55675494197,Erica,Deboer,1995-11-30,1,Grenada
411,23157884504,Kris,Sanches,1948-12-08,0,West Helena
412,21464645258,Dominique,Coffin,1958-06-11,3,La Villa
413,20396471243,Ariel,Hitchcock,1958-05-06,5,Avon
414,99692321117,Richard,Roach,1966-11-12,2,Richland
415,53676599239,Milagros,Caudill,2004-02-09,2,Wartrace
416,19560472668,Norris,Ballou,1954-08-12,0,Clementon
417,59364307795,Noah,Nesmith,1995-03-10,5,Charleston
418,17053609727,Dominique,Barkley,1997-08-23,4,Chevy Chase
419,99459265328,Dian,Jordon,1999-02-24,1,Green River
420,14984668947,Tessa,Strunk,1949-06-11,3,Huntsville
421,99472882261,Woodrow,Silvers,1965-02-12,5,Long Beach
422,29234760498,Chrystal,Vo,1954-06-29,2,Morrison
423,29138157728,Cary,Palma,1977-09-09,0,Aurora
424,74284400418,Birdie,Boettcher,1985-12-31,3,Falmouth
425,86123955337,Napoleon,Eck,1970-02-13,1,Como
426,20938176388,Efrain,Nixon,2002-02-16,0,Ailey
427,76477446656,Antoine,Uribe,1944-08-13,1,Whittier
428,40305238782,Salvador,Cole,1966-03-31,2,Palestine
429,77563522938,Tad,Bohn,1940-09-11,0,Bee
430,36724351381,Darwin,Brewer,1951-11-03,1,Wilmington
431,22036956024,Edison,Quintanilla,1973-09-23,5,Santa Fe
432,40712552818,Sharron,Mcallister,1957-10-14,3,Alsip
433,34899079979,Zachery,Apple,1946-05-26,0,Old Fort
434,45636863127,Octavio,Bergman,1979-11-28,3,Jericho
435,92781570796,Amos,Mancuso,1939-10-20,2,Oak Creek
436,96152858467,Keneth,Reed,1960-12-24,0,Union City
437,91880458811,Wilton,Hinson,1946-03-02,4,Coeymans
438,82092949801,Tara,Ballinger,1988-09-22,0,Bryans Road
439,12338609369,Jerrold,Piper,1987-09-06,3,Gasburg
440,30799692191,Nelda,Bergeron,1961-02-23,2,Oreland
441,98940473680,Garfield,Alfred,2008-06-02,3,Springfield
442,61349472543,Emory,Lahr,1978-01-05,5,Little Suamico
443,89312447003,Elias,Good,1945-04-24,0,Stamford
444,78531593550,Merlin,Creed,2001-01-03,0,El Paso
